"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 18 17:54:37 GMT 2021","Sat Sep 18 17:54:42 GMT 2021","5021","","Verify Login @authentication","","Verify Login @authentication","with valid credentials @sanity @P1 @validLogin","with valid credentials @sanity @P1 @validLogin",""
"passed","Sat Sep 18 17:54:42 GMT 2021","Sat Sep 18 17:54:43 GMT 2021","733","","Verify file upload functionality @upload","","Verify file upload functionality @upload","with valid text file @sanity @P1 @textFileUpload","with valid text file @sanity @P1 @textFileUpload",""
