"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 18 17:40:09 GMT 2021","Sat Sep 18 17:40:10 GMT 2021","1349","","Verify Login @authentication","","Verify Login @authentication","with valid credentials @sanity @P1 @validLogin","with valid credentials @sanity @P1 @validLogin",""
"passed","Sat Sep 18 17:40:10 GMT 2021","Sat Sep 18 17:40:11 GMT 2021","1044","","Verify file upload functionality @upload","","Verify file upload functionality @upload","with valid text file @sanity @P1 @textFileUpload","with valid text file @sanity @P1 @textFileUpload",""
